,regionID,regionName,constellationID,constellationName,solarSystemID,solarSystemName
267,10000003,Vale of the Silent,20000038,UK-MI6,30000270,MO-FIF
268,10000003,Vale of the Silent,20000038,UK-MI6,30000271,97-M96
269,10000003,Vale of the Silent,20000038,UK-MI6,30000272,MA-XAP
270,10000003,Vale of the Silent,20000038,UK-MI6,30000273,C-J7CR
271,10000003,Vale of the Silent,20000039,YDS0-Y,30000274,Q-EHMJ
272,10000003,Vale of the Silent,20000039,YDS0-Y,30000275,XSQ-TF
273,10000003,Vale of the Silent,20000039,YDS0-Y,30000276,H-1EOH
274,10000003,Vale of the Silent,20000039,YDS0-Y,30000277,IR-DYY
275,10000003,Vale of the Silent,20000039,YDS0-Y,30000278,C-DHON
276,10000003,Vale of the Silent,20000039,YDS0-Y,30000279,F-D49D
277,10000003,Vale of the Silent,20000040,A3-T8B,30000280,MQ-O27
278,10000003,Vale of the Silent,20000040,A3-T8B,30000281,H-EY0P
279,10000003,Vale of the Silent,20000040,A3-T8B,30000282,UNAG-6
280,10000003,Vale of the Silent,20000040,A3-T8B,30000283,E-SCTX
281,10000003,Vale of the Silent,20000040,A3-T8B,30000284,S6QX-N
282,10000003,Vale of the Silent,20000040,A3-T8B,30000285,IT-YAU
283,10000003,Vale of the Silent,20000040,A3-T8B,30000286,1VK-6B
284,10000003,Vale of the Silent,20000040,A3-T8B,30000287,7-PO3P
285,10000003,Vale of the Silent,20000040,A3-T8B,30000288,1W-0KS
286,10000003,Vale of the Silent,20000041,DILJ-7,30000289,669-IX
287,10000003,Vale of the Silent,20000041,DILJ-7,30000290,0R-F2F
288,10000003,Vale of the Silent,20000041,DILJ-7,30000291,R-P7KL
289,10000003,Vale of the Silent,20000041,DILJ-7,30000292,2DWM-2
290,10000003,Vale of the Silent,20000041,DILJ-7,30000293,XF-PWO
291,10000003,Vale of the Silent,20000041,DILJ-7,30000294,1N-FJ8
292,10000003,Vale of the Silent,20000042,0-8MWQ,30000295,VI2K-J
293,10000003,Vale of the Silent,20000042,0-8MWQ,30000296,ZLZ-1Z
294,10000003,Vale of the Silent,20000042,0-8MWQ,30000297,6Y-WRK
295,10000003,Vale of the Silent,20000042,0-8MWQ,30000298,RVCZ-C
296,10000003,Vale of the Silent,20000042,0-8MWQ,30000299,5T-KM3
297,10000003,Vale of the Silent,20000042,0-8MWQ,30000300,LS9B-9
298,10000003,Vale of the Silent,20000043,F-V9QW,30000301,1-GBBP
299,10000003,Vale of the Silent,20000043,F-V9QW,30000302,C-FP70
300,10000003,Vale of the Silent,20000043,F-V9QW,30000303,T-ZWA1
301,10000003,Vale of the Silent,20000043,F-V9QW,30000304,ZA0L-U
302,10000003,Vale of the Silent,20000043,F-V9QW,30000305,G96R-F
303,10000003,Vale of the Silent,20000043,F-V9QW,30000306,Y-ZXIO
304,10000003,Vale of the Silent,20000044,E-8CSQ,30000307,B-E3KQ
305,10000003,Vale of the Silent,20000044,E-8CSQ,30000308,Y5J-EU
306,10000003,Vale of the Silent,20000044,E-8CSQ,30000309,O-LR1H
307,10000003,Vale of the Silent,20000044,E-8CSQ,30000310,G5ED-Y
308,10000003,Vale of the Silent,20000044,E-8CSQ,30000311,BR-6XP
309,10000003,Vale of the Silent,20000044,E-8CSQ,30000312,8-TFDX
310,10000003,Vale of the Silent,20000044,E-8CSQ,30000313,UL-4ZW
311,10000003,Vale of the Silent,20000045,9KX-M0,30000314,A-QRQT
312,10000003,Vale of the Silent,20000045,9KX-M0,30000315,WMBZ-U
313,10000003,Vale of the Silent,20000045,9KX-M0,30000316,PX5-LR
314,10000003,Vale of the Silent,20000045,9KX-M0,30000317,A3-RQ3
315,10000003,Vale of the Silent,20000045,9KX-M0,30000318,9-GBPD
316,10000003,Vale of the Silent,20000045,9KX-M0,30000319,LS-JEP
317,10000003,Vale of the Silent,20000046,88G-M4,30000320,R-RSZZ
318,10000003,Vale of the Silent,20000046,88G-M4,30000321,MGAM-4
319,10000003,Vale of the Silent,20000046,88G-M4,30000322,VORM-W
320,10000003,Vale of the Silent,20000046,88G-M4,30000323,7G-H7D
321,10000003,Vale of the Silent,20000046,88G-M4,30000324,Q3-BAY
322,10000003,Vale of the Silent,20000046,88G-M4,30000325,JZV-F4
323,10000004,UUA-F4,20000047,L5-H1O,30000326,WF-1LM
324,10000004,UUA-F4,20000047,L5-H1O,30000327,D95-FQ
325,10000004,UUA-F4,20000047,L5-H1O,30000328,ZSPJ-K
326,10000004,UUA-F4,20000047,L5-H1O,30000329,U1F-86
327,10000004,UUA-F4,20000047,L5-H1O,30000330,T-P7A6
328,10000004,UUA-F4,20000047,L5-H1O,30000331,Y-T3JJ
329,10000004,UUA-F4,20000047,L5-H1O,30000332,F3R-IA
330,10000004,UUA-F4,20000047,L5-H1O,30000333,74-YTJ
331,10000004,UUA-F4,20000048,J-4QD7,30000334,8-RS3U
332,10000004,UUA-F4,20000048,J-4QD7,30000335,OVFN-N
333,10000004,UUA-F4,20000048,J-4QD7,30000336,1Q-BBM
334,10000004,UUA-F4,20000048,J-4QD7,30000337,WXNC-N
335,10000004,UUA-F4,20000048,J-4QD7,30000338,G-EA07
336,10000004,UUA-F4,20000048,J-4QD7,30000339,X-L6BO
337,10000004,UUA-F4,20000049,LC-AQD,30000340,D-PHUA
338,10000004,UUA-F4,20000049,LC-AQD,30000341,3-HXHQ
339,10000004,UUA-F4,20000049,LC-AQD,30000342,18A-NB
340,10000004,UUA-F4,20000049,LC-AQD,30000343,3-J5OQ
341,10000004,UUA-F4,20000049,LC-AQD,30000344,GYF-GD
342,10000004,UUA-F4,20000049,LC-AQD,30000345,W-6TS9
343,10000004,UUA-F4,20000049,LC-AQD,30000346,VIG-VR
344,10000004,UUA-F4,20000050,7PUP-K,30000347,KX-P5C
345,10000004,UUA-F4,20000050,7PUP-K,30000348,N-FJBK
346,10000004,UUA-F4,20000050,7PUP-K,30000349,2-4ZT5
347,10000004,UUA-F4,20000050,7PUP-K,30000350,NVN-6F
348,10000004,UUA-F4,20000050,7PUP-K,30000351,09-8TH
349,10000004,UUA-F4,20000050,7PUP-K,30000352,TI0-AX
350,10000004,UUA-F4,20000051,V8UW-M,30000353,7O-POM
351,10000004,UUA-F4,20000051,V8UW-M,30000354,L6Q-SX
352,10000004,UUA-F4,20000051,V8UW-M,30000355,BFJ-TB
353,10000004,UUA-F4,20000051,V8UW-M,30000356,ZZ7-L6
354,10000004,UUA-F4,20000051,V8UW-M,30000357,L-CHVW
355,10000004,UUA-F4,20000051,V8UW-M,30000358,X0LN-U
356,10000004,UUA-F4,20000051,V8UW-M,30000359,RQAE-M
357,10000004,UUA-F4,20000052,T7B-VB,30000360,7CO-SA
358,10000004,UUA-F4,20000052,T7B-VB,30000361,4G-E5A
359,10000004,UUA-F4,20000052,T7B-VB,30000362,A-VWK9
360,10000004,UUA-F4,20000052,T7B-VB,30000363,JQHP-4
361,10000004,UUA-F4,20000052,T7B-VB,30000364,6Q5K-5
362,10000004,UUA-F4,20000052,T7B-VB,30000365,P-MVFP
363,10000004,UUA-F4,20000053,B-PHYN,30000366,J-Z1UW
364,10000004,UUA-F4,20000053,B-PHYN,30000367,W477-P
365,10000004,UUA-F4,20000053,B-PHYN,30000368,NQ1-BL
366,10000004,UUA-F4,20000053,B-PHYN,30000369,K7A-G8
367,10000004,UUA-F4,20000053,B-PHYN,30000370,HP-PMX
368,10000004,UUA-F4,20000053,B-PHYN,30000371,6BN-K9
369,10000004,UUA-F4,20000053,B-PHYN,30000372,WLE-PY
370,10000004,UUA-F4,20000053,B-PHYN,30000373,EH-HXW
371,10000004,UUA-F4,20000053,B-PHYN,30000374,OS-RR3
372,10000004,UUA-F4,20000053,B-PHYN,30000375,V4-GZL
373,10000004,UUA-F4,20000054,9RW5-Z,30000376,4C-Z91
374,10000004,UUA-F4,20000054,9RW5-Z,30000377,RU-97T
375,10000004,UUA-F4,20000054,9RW5-Z,30000378,1S-1V7
376,10000004,UUA-F4,20000054,9RW5-Z,30000379,PE1-R1
377,10000004,UUA-F4,20000054,9RW5-Z,30000380,Polaris
378,10000004,UUA-F4,20000054,9RW5-Z,30000381,JB-007
379,10000004,UUA-F4,20000055,VL-OGL,30000382,USJ2-M
380,10000004,UUA-F4,20000055,VL-OGL,30000383,7M-RAL
381,10000004,UUA-F4,20000055,VL-OGL,30000384,LPBU-U
382,10000004,UUA-F4,20000055,VL-OGL,30000385,RF-342
383,10000004,UUA-F4,20000055,VL-OGL,30000386,J2V-XY
384,10000004,UUA-F4,20000055,VL-OGL,30000387,Z-JBTR
385,10000004,UUA-F4,20000055,VL-OGL,30000388,S-QNXH
386,10000004,UUA-F4,20000056,VW-JMB,30000389,S94-X8
387,10000004,UUA-F4,20000056,VW-JMB,30000390,J-YQEC
388,10000004,UUA-F4,20000056,VW-JMB,30000391,8MX-OR
389,10000004,UUA-F4,20000056,VW-JMB,30000392,97YC-C
390,10000004,UUA-F4,20000056,VW-JMB,30000393,V-AMD5
391,10000004,UUA-F4,20000056,VW-JMB,30000394,U-JC8X
392,10000004,UUA-F4,20000057,HN5-RL,30000395,1HH3-E
393,10000004,UUA-F4,20000057,HN5-RL,30000396,DUIU-Q
394,10000004,UUA-F4,20000057,HN5-RL,30000397,LQH0-H
395,10000004,UUA-F4,20000057,HN5-RL,30000398,FRW3-2
396,10000004,UUA-F4,20000057,HN5-RL,30000399,9MX-1C
397,10000004,UUA-F4,20000057,HN5-RL,30000400,IED-4U
398,10000004,UUA-F4,20000057,HN5-RL,30000401,N-9EOQ
399,10000004,UUA-F4,20000058,RO-AZT,30000402,6F3-TK
400,10000004,UUA-F4,20000058,RO-AZT,30000403,2E0P-2
401,10000004,UUA-F4,20000058,RO-AZT,30000404,U-ITH5
402,10000004,UUA-F4,20000058,RO-AZT,30000405,N-4G5L
403,10000004,UUA-F4,20000058,RO-AZT,30000406,RB-2EA
404,10000004,UUA-F4,20000058,RO-AZT,30000407,ZK5-42
405,10000004,UUA-F4,20000059,KCR-1E,30000408,YRZ-E4
406,10000004,UUA-F4,20000059,KCR-1E,30000409,A3-PAT
407,10000004,UUA-F4,20000059,KCR-1E,30000410,H55-2R
408,10000004,UUA-F4,20000059,KCR-1E,30000411,P6-DBM
409,10000004,UUA-F4,20000059,KCR-1E,30000412,9XI-0X
410,10000004,UUA-F4,20000059,KCR-1E,30000413,Q8T-MC
411,10000004,UUA-F4,20000060,FL-TD4,30000414,Z-YOJ9
412,10000004,UUA-F4,20000060,FL-TD4,30000415,4T4B-L
413,10000004,UUA-F4,20000060,FL-TD4,30000416,F-JB3H
414,10000004,UUA-F4,20000060,FL-TD4,30000417,XBO7-F
415,10000004,UUA-F4,20000060,FL-TD4,30000418,FI-449
416,10000004,UUA-F4,20000060,FL-TD4,30000419,UA7-U4
417,10000004,UUA-F4,20000061,B-HLOG,30000420,VM-QFU
